Dot Point Measurements

Generated: Tuesday 16 May 2023 08:50:17

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site	Habitat	Transect	Analyst	Rugosity	Depth	Collector	Fishing status	Spare	Spare	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	CATAMI_L2_L3	CATAMI_L4	CATAMI_L5	Relief					Radius %
SAL-BV-001_1_X.JPG	      0		673	458													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						28.8
SAL-BV-001_1_X.JPG	      0		671	1683													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						100.0
SAL-BV-001_1_X.JPG	      0		871	284													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						43.6
SAL-BV-001_1_X.JPG	      0		994	1224													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						55.7
SAL-BV-001_1_X.JPG	      0		821	337													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						37.7
SAL-BV-001_1_X.JPG	      0		982	752													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						18.3
SAL-BV-001_1_X.JPG	      0		731	1067													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						37.3
SAL-BV-001_1_X.JPG	      0		983	381													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						37.7
SAL-BV-001_1_X.JPG	      0		759	675													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						5.9
SAL-BV-001_1_X.JPG	      0		856	456													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						26.1
SAL-BV-001_1_X.JPG	      0		965	36													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						70.1
SAL-BV-001_1_X.JPG	      0		698	442													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						29.2
SAL-BV-001_1_X.JPG	      0		1007	903													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						28.4
SAL-BV-001_1_X.JPG	      0		962	465													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						29.3
SAL-BV-001_1_X.JPG	      0		822	1043													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						34.0
SAL-BV-001_1_X.JPG	      0		655	29													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						70.7
SAL-BV-001_1_X.JPG	      0		551	451													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						36.9
SAL-BV-001_1_X.JPG	      0		570	930													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						33.0
SAL-BV-001_1_X.JPG	      0		940	1270													SAL-BV-001	1					Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						58.7
SAL-BV-001_1_X.JPG	      0		626	1275													SAL-BV-001	1					Unscorable								60.5
SAL-BV-013_1_X.JPG	      0		710	1273													SAL-BV-013	1					Cnidaria > Hydroids								37.9
SAL-BV-013_1_X.JPG	      0		648	872													SAL-BV-013	1					Sponges > Erect forms	Laminar							20.4
SAL-BV-013_1_X.JPG	      0		673	1237													SAL-BV-013	1					Sponges > Cup-likes	Cups	Cup / goblet						34.6
SAL-BV-013_1_X.JPG	      0		557	351													SAL-BV-013	1					Unscorable								85.5
SAL-BV-013_1_X.JPG	      0		726	789													SAL-BV-013	1					Sponges > Cup-likes	Cups	Cup / goblet						25.4
SAL-BV-013_1_X.JPG	      0		604	469													SAL-BV-013	1					Unscorable								69.2
SAL-BV-013_1_X.JPG	      0		880	498													SAL-BV-013	1					Cnidaria > Hydroids								64.2
