Dot Point Measurements

Generated: Wednesday 12 July 2023 09:13:25

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site	Habitat	Transect	Analyst	Rugosity	Depth	Collector	Fishing status	Spare	Spare	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	CATAMI_L2_L3	CATAMI_L4	CATAMI_L5	Relief					Radius %
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1675	1615													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						8.4
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1652	463													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						46.8
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		2058	163													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						64.1
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1808	1671													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						14.7
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1892	115													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						63.7
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1903	1356													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						19.1
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1601	1897													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						16.5
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1897	1354													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						18.8
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1889	365													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						53.3
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1597	1824													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						13.4
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		2005	930													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						34.0
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1930	1151													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						24.9
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1803	32													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						66.3
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1843	844													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						33.3
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1965	934													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						32.8
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		2111	630													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						47.2
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		2046	706													20221203-1	DAW-DC-018					Sponges > Erect forms	Laminar							42.9
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1873	571													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						44.6
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1887	189													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						60.6
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1971	1168													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						25.8
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		799	989													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						38.4
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		812	1721													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						30.9
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		647	877													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						46.6
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		850	1179													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						32.0
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		1066	39													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						67.4
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		923	1739													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						26.6
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		674	1810													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						37.8
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		550	1421													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						41.5
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		976	279													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						58.9
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		957	646													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						45.0
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		914	180													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						63.8
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		522	455													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						63.0
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		565	1271													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						42.1
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		541	524													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						60.3
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		712	172													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						68.1
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		956	888													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						36.5
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		636	629													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						54.1
20221203-1_DAW-DC-018_01_20221203_TOP_1_0002_0001.mp4_0054278.jpg	      0		939	724													20221203-1	DAW-DC-018					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						42.6
