Dot Point Measurements

Generated: Tuesday 16 May 2023 08:50:17

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site	Habitat	Transect	Analyst	Rugosity	Depth	Collector	Fishing status	Spare	Spare	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	CATAMI_L2_L3	CATAMI_L4	CATAMI_L5	Relief					Radius %
CP2_1_X.JPG	      0		726	1183													CP2	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						17.4
CP2_1_X.JPG	      0		946	1797													CP2	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)						81.7
CP2_1_X.JPG	      0		848	395													CP2	1					Macroalgae > Erect fine branching	Red							64.0
CP2_1_X.JPG	      0		709	1035													CP2	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						5.9
CP2_1_X.JPG	      0		548	1525													CP2	1					Macroalgae > Erect fine branching								56.3
CP2_1_X.JPG	      0		914	1211													CP2	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)						25.1
CP2_1_X.JPG	      0		571	56													CP2	1					Unscorable								100.0
CP2_1_X.JPG	      0		776	1180													CP2	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)						16.7
CP2_1_X.JPG	      0		573	1214													CP2	1					Macroalgae > Erect fine branching								28.0
CP2_1_X.JPG	      0		709	477													CP2	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Fine sand (no shell fragments)						55.4
CP2_1_X.JPG	      0		772	1199													CP2	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)						18.6
CP2_1_X.JPG	      0		822	881													CP2	1					Sponges > Cup-likes	Cups							15.1
CP2_1_X.JPG	      0		747	1758													CP2	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						75.7
CP2_1_X.JPG	      0		846	523													CP2	1					Sponges > Massive forms	Simple							51.0
CP2_1_X.JPG	      0		581	1573													CP2	1					Sponges > Massive forms	Simple							59.7
CP2_1_X.JPG	      0		1006	896													CP2	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						27.6
CP2_1_X.JPG	      0		781	572													CP2	1					Macroalgae > Erect fine branching	Red							45.4
CP2_1_X.JPG	      0		893	307													CP2	1					Macroalgae > Erect fine branching	Red							73.6
CP2_1_X.JPG	      0		856	760													CP2	1					Macroalgae > Erect fine branching	Red							27.8
CP2_1_X.JPG	      0		646	1793													CP2	1					Substrate > Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)						80.1
CP3_1_X.JPG	      0		962	1463													CP3	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						63.2
CP3_1_X.JPG	      0		970	1388													CP3	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						55.5
CP3_1_X.JPG	      0		638	1234													CP3	1					Macroalgae > Erect fine branching								40.0
CP3_1_X.JPG	      0		957	44													CP3	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						99.5
CP3_1_X.JPG	      0		645	517													CP3	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						48.6
CP3_1_X.JPG	      0		920	1280													CP3	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						42.2
CP3_1_X.JPG	      0		866	94													CP3	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						92.7
CP3_1_X.JPG	      0		653	1557													CP3	1					Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						73.4
