CATAMI_L2_L3	CATAMI_L4	CATAMI_L5	CATAMI_L6_L7	AMC	FieldOfView	Relief	uuid
Cnidaria > Corals	Black & Octocorals	Fan (2D)	Rigid	Thin branching grey	*	*	b2a9c66f-fe93-422a-8132-ccc49aa2687a
Cnidaria > Corals	Black & Octocorals	Fan (2D)	Rigid	Unidentifiable	*	*	bcf666d2-9f59-4df1-8678-4b1672a5365e
Cnidaria > Corals	Black & Octocorals	Fan (2D)		Unidentifiable	*	*	dca69d17-221c-4b18-a2a6-761ba10f24b4
Cnidaria > Corals	Black & Octocorals	Massive soft corals		Alcyoniidae	*	*	0f9ac1e9-e5d1-4c58-866a-0366e4ecf40d
Cnidaria > Corals	Black & Octocorals	Massive soft corals	Lobate	Asterospicularia spp	*	*	e944862e-5f48-403a-b6aa-ec081876e481
Cnidaria > Corals	Black & Octocorals	Massive soft corals	Lobate	Asterospiculariidae	*	*	0c3cc850-dd95-400c-94d7-1f46b06595ad
Cnidaria > Corals	Black & Octocorals	Massive soft corals	Lobate	Capnella spp	*	*	9feae884-25e6-4b56-b09b-e1576c33e140
Cnidaria > Corals	Black & Octocorals	Massive soft corals	Lobate	Nephtheidae	*	*	9f3ae66a-d8da-4c9b-8387-21d5f8d72da6
Cnidaria > Corals	Black & Octocorals	Massive soft corals	Lobate	Unidentifiable	*	*	e436d9e6-7c25-46b8-9d3c-c2adc8774330
Cnidaria > Corals	Black & Octocorals	Massive soft corals		Sarcophyton spp	*	*	8260ced9-5f0b-4c26-ab43-e625e6f9982f
Cnidaria > Corals	Black & Octocorals	Organ pipe coral (Tubipora)	Encrusting	Tubipora musica	*	*	cfda0fa3-9c42-4fd1-8ed4-e1efc5497d99
Cnidaria > Corals	Black & Octocorals	Organ pipe coral (Tubipora)	Encrusting	Unidentifiable	*	*	45571389-1052-442d-89c8-f7b6311e3b85
Cnidaria > Corals	Black & Octocorals	Organ pipe coral (Tubipora)		Tubiporidae	*	*	1ef0b87a-1705-4a07-8972-fbe78c791fdf
Cnidaria > Corals	Black & Octocorals	Quill (seapen)		Unidentifiable	*	*	f4944c33-a9e8-4060-8992-7d0e5c678535
Cnidaria > Corals	Black & Octocorals	Whip	Sea Whip	Black Cirrhipathes sp	*	*	cefe9be0-bf52-4778-ac99-0429515d9e9c
Cnidaria > Corals	Black & Octocorals	Whip	Sea Whip	Cirrhipathes	*	*	8d842e5b-b237-4ed0-a3d3-104491a2f934
Cnidaria > Corals	Black & Octocorals	Whip	Sea Whip	Junceella spp	*	*	d16672f6-422b-4128-ab99-2856820db532
Cnidaria > Corals	Black & Octocorals	Whip	Sea Whip	Primnoella australasiae	*	*	e2c4bc30-035b-45aa-abaa-8f70d182f65d
Cnidaria > Corals	Black & Octocorals	Whip	Sea Whip	Small spiral whip	*	*	cfc1b89e-c06e-4688-acbf-a23478eebd82
Cnidaria > Corals	Black & Octocorals	Whip	Sea Whip	Unidentifiable	*	*	f814b3de-e207-4c30-9742-6c468131f8dc
Cnidaria > Corals	Black & Octocorals	Whip		Unidentifiable	*	*	75b90cfd-8b8f-4211-a850-de4072f4515e
Cnidaria > Corals	Black & Octocorals			Unidentifiable	*	*	7728b17d-ab8f-43f6-a94e-6d66aacfc1e5
Cnidaria > Corals	Black & Octocorals			Unidentifiable	*	*	c97fc3de-68ff-4db3-97bc-86596ae6b034
Cnidaria > Corals	Black & Octocorals			Unidentifiable	*	*	be1e80c1-0869-4bec-992e-4c6fb4b5727e
Cnidaria > Corals	Black & Octocorals			Unidentifiable	*	*	1601da5e-58a1-40f9-b4cd-40eb39ee47f7
Cnidaria > Corals	Stony corals	Bottlebrush		Unidentifiable	*	*	181e680e-5bd3-4939-a1c6-346f2e4ac9a9
Cnidaria > Corals	Stony corals	Branching	Acropora	Acropora	*	*	ad12f88d-5935-40df-850f-f19fad59a759
Cnidaria > Corals	Stony corals	Branching		Acropora acuminata	*	*	912d8f47-248e-4df4-a37a-15ca8496fe3c
Cnidaria > Corals	Stony corals	Branching		Acropora austera	*	*	cfdf3ffe-f65a-41d3-a7cc-4426d68a9932
Cnidaria > Corals	Stony corals	Branching		Acropora florida	*	*	4c1c914b-b553-4379-9694-b529863f6f77
Cnidaria > Corals	Stony corals	Branching		Acropora horrida	*	*	ad0986bc-1239-4306-8189-fcd1d8ceb510
Cnidaria > Corals	Stony corals	Branching		Acropora lovelli	*	*	546b0630-60c3-4ddb-b34f-b31f1a83f687
Cnidaria > Corals	Stony corals	Branching		Acropora palmerae	*	*	a737fe8d-1f67-44cb-b891-6954104f918f
Cnidaria > Corals	Stony corals	Branching		Acropora sarmentosa	*	*	618197bd-0ca3-4151-877c-0a5e1591553b
Cnidaria > Corals	Stony corals	Branching		Acropora tortuosa	*	*	0f3b8ec4-9a47-41ab-91c4-aabe13aba0a1
Cnidaria > Corals	Stony corals	Branching		Acroporidae	*	*	c9ea8afc-beae-4170-b6cb-3e290c99ee2f
Cnidaria > Corals	Stony corals	Branching		Agariciidae	*	*	730ca6b0-db18-4ec0-9cea-1beb947c8b1a
Cnidaria > Corals	Stony corals	Branching		Alveopora catalai	*	*	35b39d0d-0cf7-4b46-825b-8d88e3df5cb1
Cnidaria > Corals	Stony corals	Branching		Alveopora verrilliana	*	*	704cf37c-9e08-4c88-8168-aa815862fade
Cnidaria > Corals	Stony corals	Branching		Astreopora	*	*	8b09b56e-bc74-40c6-ad08-34e4675de639
Cnidaria > Corals	Stony corals	Branching		Australogyra zelli	*	*	ca8f08ca-8d8f-4f17-80dd-05b9a18f0d83
Cnidaria > Corals	Stony corals	Branching		Echinopora horrida	*	*	91aa4a5d-c76c-420c-849a-f709d8727e57
Cnidaria > Corals	Stony corals	Branching		Isopora	*	*	280e7101-ca97-48bf-9f8e-a73ff466e1a0
Cnidaria > Corals	Stony corals	Branching		Leptoseris	*	*	81a84688-1af1-4b34-ab68-e04e275c973f
Cnidaria > Corals	Stony corals	Branching		Leptoseris papyracea	*	*	744381a2-d32f-4b0d-8a59-4f20f5877688
Cnidaria > Corals	Stony corals	Branching		Merulinidae	*	*	a0b59a0c-1ad3-46ba-b023-f4eb7cbffda2
Cnidaria > Corals	Stony corals	Branching		Pocillopora	*	*	6e52cd45-a36f-4219-8bf5-b8107834df7a
Cnidaria > Corals	Stony corals	Branching		Pocillopora aliciae	*	*	5aa26e94-3e6c-4ab8-85a6-b065791fce09
Cnidaria > Corals	Stony corals	Branching		Pocillopora damicornis	*	*	8d8058c5-48a0-4289-9e28-85a89ec5e55a
Cnidaria > Corals	Stony corals	Branching		Pocillopora danae	*	*	13fff0d2-2471-4755-80f8-a6b6fd99bb77
Cnidaria > Corals	Stony corals	Branching		Pocillopora verrucosa	*	*	ade3159d-9e5d-450e-920e-1499490c0cb1
Cnidaria > Corals	Stony corals	Branching		Pocilloporidae	*	*	91fa5ae1-b459-4e87-8b28-c20384d9a9df
Cnidaria > Corals	Stony corals	Branching		Seriatopora	*	*	3101f7bd-e1db-4124-a797-0be816fdf805
Cnidaria > Corals	Stony corals	Branching		Seriatopora caliendrum	*	*	c22e5d09-1c3c-433e-b768-63a4df6de460
Cnidaria > Corals	Stony corals	Branching		Seriatopora hystrix	*	*	0aa98879-6fe3-4986-a102-a5ca98f000e3
Cnidaria > Corals	Stony corals	Branching		Stylophora pistillata	*	*	bc941433-cdb6-4a19-a6a5-6057854a562f
Cnidaria > Corals	Stony corals	Branching		Unidentifiable	*	*	20f2c224-cb62-423e-99b1-9cc3a7bbbb9e
Cnidaria > Corals	Stony corals	Colonial		Dendrophylliidae	*	*	33be929a-7e7e-48d4-965a-5606599ccf3e
Cnidaria > Corals	Stony corals	Colonial	Free-living	Heteropsammia cochlea	*	*	f23c2974-c5eb-454a-acc1-83e3d970ae47
Cnidaria > Corals	Stony corals	Colonial	Free-living	Unidentifiable	*	*	b23b1a86-e8b3-4a34-ae02-92288cc63433
Cnidaria > Corals	Stony corals	Colonial		Unidentifiable	*	*	d21eb619-0e1d-4a74-9d4e-672d017f1cd0
Cnidaria > Corals	Stony corals	Columnar		Acroporidae	*	*	4ac8899d-6ebf-42bd-8d50-63fc06eebad0
Cnidaria > Corals	Stony corals	Columnar		Isopora	*	*	fad9dafe-1cfc-41df-afdf-58d0595d2024
Cnidaria > Corals	Stony corals	Columnar		Isopora elizabethensis	*	*	da86f0bf-f84e-4805-a4e6-a4f739409c44
Cnidaria > Corals	Stony corals	Columnar		Merulinidae	*	*	38537172-9e66-4f2c-9189-035301eae9c2
Cnidaria > Corals	Stony corals	Columnar		Scapophyllia cylindrica	*	*	5343c7ab-612a-46fa-a9ec-232cf2d1d3e6
Cnidaria > Corals	Stony corals	Columnar		Unidentifiable	*	*	b3ff2524-f394-4496-add1-0bc5f47c3780
Cnidaria > Corals	Stony corals	Corymbose		Acropora	*	*	e6878c37-7d1e-4c67-bd8a-59f33ca4735a
Cnidaria > Corals	Stony corals	Corymbose		Acropora aculeus	*	*	68d7826c-3c1f-4d63-8bc7-3dd820e9c350
Cnidaria > Corals	Stony corals	Corymbose		Acropora anthocercis	*	*	862c4fe2-ba48-484c-b061-f0b4b2adce0b
Cnidaria > Corals	Stony corals	Corymbose		Acropora aspera	*	*	bf5d88e4-9c7d-4432-9dfa-7f54f1aa4c82
Cnidaria > Corals	Stony corals	Corymbose		Acropora cerealis	*	*	2f063570-dc79-496c-9698-a76477c07897
Cnidaria > Corals	Stony corals	Corymbose		Acropora dendrum	*	*	3d2d64d7-e0b0-454a-81f2-678f4ec0b4f1
Cnidaria > Corals	Stony corals	Corymbose		Acropora divaricata	*	*	ac3578f2-8c92-47c7-bd7a-10ebc28da1da
Cnidaria > Corals	Stony corals	Corymbose		Acropora latistella	*	*	42358e4f-5a5a-4c3c-a8cc-e4db93321d64
Cnidaria > Corals	Stony corals	Corymbose		Acropora listeri	*	*	aa090e7a-44b3-49f3-8a73-33381dc1f19d
Cnidaria > Corals	Stony corals	Corymbose		Acropora loripes	*	*	0a674947-c085-4556-bd18-457cad68a566
Cnidaria > Corals	Stony corals	Corymbose		Acropora lutkeni	*	*	c619e7ca-a881-442d-83c2-8256ed3f3217
Cnidaria > Corals	Stony corals	Corymbose		Acropora millepora	*	*	673d9cf9-bf3d-40a4-8b91-eebb09ad5784
Cnidaria > Corals	Stony corals	Corymbose		Acropora nana	*	*	0c62d08b-ed00-42a3-8ab7-9b38c1658127
Cnidaria > Corals	Stony corals	Corymbose		Acropora nasuta	*	*	5952079e-68b9-4488-811b-86f4f77309d0
Cnidaria > Corals	Stony corals	Corymbose		Acropora polystoma	*	*	757bfe44-a434-40e5-81b2-f696ae8c8caf
Cnidaria > Corals	Stony corals	Corymbose		Acropora secale	*	*	b6654ef9-f966-467c-a96a-1040d256b974
Cnidaria > Corals	Stony corals	Corymbose		Acropora selago	*	*	948c9952-baa2-4972-aed6-70b40668a047
Cnidaria > Corals	Stony corals	Corymbose		Acropora tenuis	*	*	622365b5-4748-43b9-abeb-d7ea2602b02a
Cnidaria > Corals	Stony corals	Corymbose		Acropora valida	*	*	845f7173-8262-4a34-b926-7c426e8deaa1
Cnidaria > Corals	Stony corals	Corymbose		Acropora verweyi	*	*	c90e209b-8797-441d-85ce-f6efa517463e
Cnidaria > Corals	Stony corals	Corymbose		Acropora willisae	*	*	d9648c1b-2f1b-4020-b47d-2d2091c20ea3
Cnidaria > Corals	Stony corals	Corymbose		Acroporidae	*	*	aa8f3c1b-8398-4d8f-9925-788255cbd9b9
Cnidaria > Corals	Stony corals	Corymbose		Unidentifiable	*	*	17deab4e-7b4f-445c-9480-b2b9e0dff61e
Cnidaria > Corals	Stony corals	Digitate		Acropora	*	*	0dbad94d-0ecf-488f-a83b-64d98d625b37
Cnidaria > Corals	Stony corals	Digitate		Acropora chesterfieldensis	*	*	13f2026b-9ce5-4882-bcdc-b968b8894bb2
Cnidaria > Corals	Stony corals	Digitate		Acropora digitifera	*	*	cb18017d-df74-48c5-9ef0-080e63e5d0ea
Cnidaria > Corals	Stony corals	Digitate		Acropora gemmifera	*	*	068e85a7-9a6e-43a2-89b6-d629903053ec
Cnidaria > Corals	Stony corals	Digitate		Acropora humilis	*	*	2cd19eb3-adfb-436a-8858-189d15994ea8
Cnidaria > Corals	Stony corals	Digitate		Acropora monticulosa	*	*	c243178c-d27c-4629-a7a0-776bd9203231
Cnidaria > Corals	Stony corals	Digitate		Acropora samoensis	*	*	002f96af-085c-4cb6-9d2e-9fdfa6be127a
Cnidaria > Corals	Stony corals	Digitate		Acroporidae	*	*	ffbc41b0-9b11-48b0-8c50-8084a52ef4ac
Cnidaria > Corals	Stony corals	Digitate		Tubastraea	*	*	dfbbea61-41b6-4e40-9e68-a2b808280c97
Cnidaria > Corals	Stony corals	Digitate		Unidentifiable	*	*	a557406c-59c4-4f3e-b760-f9c5bc1de083
Cnidaria > Corals	Stony corals	Encrusting		Acropora	*	*	7bddabdb-80cf-412d-aaa7-405439844f28
Cnidaria > Corals	Stony corals	Encrusting		Acropora palmerae	*	*	9c823a93-e05d-4f57-ac50-d84cf8e493e1
Cnidaria > Corals	Stony corals	Encrusting		Acroporidae	*	*	dc179853-77dd-4196-a465-97fbbf014bd8
Cnidaria > Corals	Stony corals	Encrusting		Alveopora	*	*	aab56ff9-efd1-4941-bd2e-c54ba5061bd0
Cnidaria > Corals	Stony corals	Encrusting		Alveopora allingi	*	*	025a4b41-d5fd-4a17-8568-5511afb5bbec
Cnidaria > Corals	Stony corals	Encrusting		Astrea curta	*	*	9662070c-8eb7-4553-8408-05689361639a
Cnidaria > Corals	Stony corals	Encrusting		Astreopora	*	*	48c55f8c-4914-41dd-a6c2-7e75dcfe5ed2
Cnidaria > Corals	Stony corals	Encrusting		Astreopora cucullata	*	*	f21564d8-5e8f-4121-9459-2618756ae4df
Cnidaria > Corals	Stony corals	Encrusting		Astreopora moretonensis	*	*	49654fc8-5993-48d7-9f8b-0ae287697005
Cnidaria > Corals	Stony corals	Encrusting		Astreopora ocellata	*	*	ec78803a-2ace-4bbe-8581-5325250c10d1
Cnidaria > Corals	Stony corals	Encrusting	Columnar	Platygyra	*	*	096274a4-35c6-404c-8e37-bc43c51ee445
Cnidaria > Corals	Stony corals	Encrusting	Columnar	Unidentifiable	*	*	569c1db9-74f0-4d88-87ef-c5174a82820e
Cnidaria > Corals	Stony corals	Encrusting		Coscinaraea	*	*	5ad80d1a-9a5e-473d-a7f0-417de84c2cb2
Cnidaria > Corals	Stony corals	Encrusting		Coscinaraea columna	*	*	f8eda245-756f-4890-a41d-58003ad16cf2
Cnidaria > Corals	Stony corals	Encrusting		Coscinaraea mcneilli	*	*	db42582e-a9b9-4b93-95dc-ee83ec3d0e52
Cnidaria > Corals	Stony corals	Encrusting		Coscinaraeidae	*	*	c4db0477-563a-469f-ad4b-532d604895ae
Cnidaria > Corals	Stony corals	Encrusting		Cycloseris wellsi	*	*	66fc06d1-3963-479f-a1aa-70e0643c1bf3
Cnidaria > Corals	Stony corals	Encrusting		Dendrophylliidae	*	*	19a2faf2-84a6-47e4-b4bd-10c47b9625b4
Cnidaria > Corals	Stony corals	Encrusting		Dipsastraea	*	*	726b7348-149a-4a34-994c-1d8b81f5e586
Cnidaria > Corals	Stony corals	Encrusting		Echinophyllia	*	*	3437dab2-b1a2-4094-aba2-7b7a9ea29ba5
Cnidaria > Corals	Stony corals	Encrusting		Echinophyllia aspera	*	*	dc8a6319-832d-42f2-86a3-e30310deaf3d
Cnidaria > Corals	Stony corals	Encrusting		Echinophyllia orpheensis	*	*	f7a8ac09-41ad-4a85-b57a-dd1f7a830995
Cnidaria > Corals	Stony corals	Encrusting		Euphyllia	*	*	6b76c9e8-4d73-4ca9-b2af-8494ff43fc0d
Cnidaria > Corals	Stony corals	Encrusting		Euphyllia ancora	*	*	e5deef90-f2c1-4822-a33e-8cbf7309b746
Cnidaria > Corals	Stony corals	Encrusting		Euphylliidae	*	*	0f0ed6de-81f2-4355-a71b-9c5864cd7385
Cnidaria > Corals	Stony corals	Encrusting		Favites	*	*	d340cdc1-d109-4f39-8029-74ac8b06a4e7
Cnidaria > Corals	Stony corals	Encrusting		Favites flexuosa	*	*	b6cd1bb5-b40d-49e7-bef3-c6b23d893cb0
Cnidaria > Corals	Stony corals	Encrusting		Fungiidae	*	*	fa77eeba-a813-4a34-be7a-5cf03545502c
Cnidaria > Corals	Stony corals	Encrusting		Goniastrea	*	*	f4b444c2-5c01-4686-a4fa-7eb8df6e7774
Cnidaria > Corals	Stony corals	Encrusting		Goniopora	*	*	2421cb9b-c82c-4edd-91b5-d30ffabfa45c
Cnidaria > Corals	Stony corals	Encrusting		Isopora	*	*	576be2e7-d0ef-41d1-86a4-d6582485a254
Cnidaria > Corals	Stony corals	Encrusting		Isopora cuneata	*	*	6dd80a0c-a010-4310-9e74-8181e086e91c
Cnidaria > Corals	Stony corals	Encrusting		Leptastrea	*	*	c27ca61e-e076-4a03-b1c1-7a967f0d9497
Cnidaria > Corals	Stony corals	Encrusting		Leptastrea bewickensis	*	*	e33892c5-b1d0-43f0-979e-0bc8dcfe25bf
Cnidaria > Corals	Stony corals	Encrusting		Leptastrea inaequalis	*	*	26636ecc-db21-49da-b7db-d4c35e7e6209
Cnidaria > Corals	Stony corals	Encrusting		Leptastrea pruinosa	*	*	d0b7a3b9-15e3-4da0-b26d-03b06871b22a
Cnidaria > Corals	Stony corals	Encrusting		Leptastrea purpurea	*	*	b43ff46a-07df-49b6-87ac-9b68e0179344
Cnidaria > Corals	Stony corals	Encrusting		Leptastrea transversa	*	*	dd563704-df5e-48ce-9d49-03427ff383ed
Cnidaria > Corals	Stony corals	Encrusting		Leptoseris	*	*	3c5a35de-cd32-441a-b644-480ef3bd7876
Cnidaria > Corals	Stony corals	Encrusting		Leptoseris explanata	*	*	86d39f6f-6489-48d1-845a-f280e771b607
Cnidaria > Corals	Stony corals	Encrusting		Leptoseris hawaiiensis	*	*	1b4f3b3b-007d-409c-a25b-ceb108a38ae0
Cnidaria > Corals	Stony corals	Encrusting		Leptoseris scabra	*	*	00f2aad6-feba-47f0-8854-b01d4c74b744
Cnidaria > Corals	Stony corals	Encrusting		Lobophyllia	*	*	3e9d2e20-dacf-4e52-8394-75ff47ba7858
Cnidaria > Corals	Stony corals	Encrusting		Lobophyllia radians	*	*	00ad09cb-9044-4d0e-8d89-d6cba3c664f6
Cnidaria > Corals	Stony corals	Encrusting		Lobophylliidae	*	*	632e1a0b-3155-443f-b65f-ed8b5b96b8b0
Cnidaria > Corals	Stony corals	Encrusting		Merulinidae	*	*	eb9bafb1-cfff-4b1b-b7dd-1cabe86e7bc6
Cnidaria > Corals	Stony corals	Encrusting		Montipora	*	*	2dc7f7dd-a4c0-4a89-bcbc-6b55e253b3c9
Cnidaria > Corals	Stony corals	Encrusting		Montipora caliculata	*	*	235fa324-798b-4934-ba0c-fba22c84673c
Cnidaria > Corals	Stony corals	Encrusting		Montipora efflorescens	*	*	67296b32-e024-4b27-a5eb-85b9d9c05494
Cnidaria > Corals	Stony corals	Encrusting		Montipora foveolata	*	*	f20b2f1b-5897-41e5-b6be-13c2d15e6056
Cnidaria > Corals	Stony corals	Encrusting		Montipora hoffmeisteri	*	*	7502796e-922d-4d89-b6d8-402a19fe8ee5
Cnidaria > Corals	Stony corals	Encrusting		Montipora incrassata	*	*	66660617-116f-4107-b0cb-173e8660f64e
Cnidaria > Corals	Stony corals	Encrusting		Montipora nodosa	*	*	cdc4e213-d64a-43fb-bfb4-6951a1061be7
Cnidaria > Corals	Stony corals	Encrusting		Montipora spongodes	*	*	8fa01a1f-4e44-4e29-9ea3-c501341f1e36
Cnidaria > Corals	Stony corals	Encrusting		Montipora spumosa	*	*	3a4d34f5-6c4c-402b-88cc-1afc09e1ff79
Cnidaria > Corals	Stony corals	Encrusting		Mycedium	*	*	67f60557-771f-424f-9316-00f19756d40e
Cnidaria > Corals	Stony corals	Encrusting		Mycedium elephantotus	*	*	8075dc8a-3475-4d42-9a9d-f7eb70434ced
Cnidaria > Corals	Stony corals	Encrusting		Platygyra	*	*	313bbb78-9700-4bc3-b3c3-d0ff306c1caa
Cnidaria > Corals	Stony corals	Encrusting		Platygyra/Paragoniastrea	*	*	f7b2e832-d1ea-4f68-bd87-b2e82191d806
Cnidaria > Corals	Stony corals	Encrusting		Plesiastrea versipora	*	*	2120e48a-aed2-456c-8536-b0008857659b
Cnidaria > Corals	Stony corals	Encrusting		Plesiastreidae	*	*	ab16fb3e-fe2d-4c77-84cf-ca6f5b4dd791
Cnidaria > Corals	Stony corals	Encrusting		Porites	*	*	d3a1c655-809a-437c-97ca-c90f3751480f
Cnidaria > Corals	Stony corals	Encrusting		Scleractinia incertae sedis	*	*	f27fa7f4-21a9-42be-bfa1-19309a59d2b1
Cnidaria > Corals	Stony corals	Encrusting		Stylocoeniella	*	*	1c009c2a-e7aa-47c1-9dc2-7401a66d81d8
Cnidaria > Corals	Stony corals	Encrusting		Stylocoeniella armata	*	*	518bce18-9c5f-4fc8-8985-0c33fbca7ae2
Cnidaria > Corals	Stony corals	Encrusting		Stylocoeniella guentheri	*	*	4e11e887-9c3c-41d9-b9ca-acb9be7e55cd
Cnidaria > Corals	Stony corals	Encrusting		Turbinaria	*	*	fa8ac12d-f4c2-4a60-bf79-79075e9fc3e3
Cnidaria > Corals	Stony corals	Encrusting		Turbinaria radicalis	*	*	ba6332f5-2d92-4fb0-9eda-90c06bd29718
Cnidaria > Corals	Stony corals	Encrusting		Turbinaria stellulata	*	*	1dadac91-de5e-4ac3-b81c-72999bb0ccb6
Cnidaria > Corals	Stony corals	Encrusting		Unidentifiable	*	*	cf8505e8-1bde-4aa2-bf75-353fdd7fbf81
Cnidaria > Corals	Stony corals	Foliose / plate		Astreopora	*	*	3cc511f2-3865-40e8-b923-d301f6a3f965
Cnidaria > Corals	Stony corals	Foliose / plate		Dendrophylliidae	*	*	d24eea23-111a-44bb-bc77-2648441dd56f
Cnidaria > Corals	Stony corals	Foliose / plate		Echinophyllia	*	*	169a4dea-a247-43d7-8111-3087a778987c
Cnidaria > Corals	Stony corals	Foliose / plate		Echinopora	*	*	d6dd5587-4b9e-439d-899d-8d1dafdb3879
Cnidaria > Corals	Stony corals	Foliose / plate		Echinopora gemmacea	*	*	296d2aa9-35d7-4d5c-9bcd-7a32d18bd341
Cnidaria > Corals	Stony corals	Foliose / plate		Echinopora lamellosa	*	*	09ccd3ce-5de2-416c-a0d0-07f2ea35d21a
Cnidaria > Corals	Stony corals	Foliose / plate		Fungiidae	*	*	c30086e4-3cb3-4cf1-a85c-d2a1d0f9546e
Cnidaria > Corals	Stony corals	Foliose / plate		Merulina ampliata	*	*	5d1034de-0165-4f1c-89ce-a31e2d514620
Cnidaria > Corals	Stony corals	Foliose / plate		Merulinidae	*	*	e60d9cca-1775-4ee0-9310-8e191e2b7212
Cnidaria > Corals	Stony corals	Foliose / plate		Montipora	*	*	1e5455e9-992e-495e-9d7c-26dabd9bf92b
Cnidaria > Corals	Stony corals	Foliose / plate		Montipora aequituberculata	*	*	73e4eadf-85dd-45be-a414-cb4c7bff9fa4
Cnidaria > Corals	Stony corals	Foliose / plate		Montipora capricornis	*	*	5ba44773-ba94-46ae-963f-4a13e8437ad7
Cnidaria > Corals	Stony corals	Foliose / plate		Montipora monasteriata	*	*	d6e16785-c8cc-484c-9f28-63bbc782ae1b
Cnidaria > Corals	Stony corals	Foliose / plate		Montipora turtlensis	*	*	5c4ece91-8def-4456-a015-da1ec80a6c8b
Cnidaria > Corals	Stony corals	Foliose / plate		Mycedium	*	*	a6cd7762-49df-4c73-8d03-34ce9c24020f
Cnidaria > Corals	Stony corals	Foliose / plate		Mycedium/Echinophyllia	*	*	b10c3d5d-c6ce-4c47-8063-b2a436655c91
Cnidaria > Corals	Stony corals	Foliose / plate		Oxypora	*	*	13aac7c4-219c-4c25-834c-49bdfe16d3df
Cnidaria > Corals	Stony corals	Foliose / plate		Podabacia	*	*	ea481cfe-6040-47f1-8a94-bc876e045468
Cnidaria > Corals	Stony corals	Foliose / plate		Podabacia crustacea	*	*	ea16b4ec-92af-4f44-ae60-508329762bfd
Cnidaria > Corals	Stony corals	Foliose / plate		Turbinaria	*	*	daad8761-b564-4f3b-8698-b041e1e6576c
Cnidaria > Corals	Stony corals	Foliose / plate		Turbinaria frondens	*	*	a3f8d49a-9506-4d5e-8f66-470ed70c5ad0
Cnidaria > Corals	Stony corals	Foliose / plate		Turbinaria heronensis	*	*	0be71224-2fb9-4e62-a5ac-aeb2a829a954
Cnidaria > Corals	Stony corals	Foliose / plate		Turbinaria mesenterina	*	*	84e555d4-330b-4367-ae1f-4929ec4dd23c
Cnidaria > Corals	Stony corals	Foliose / plate		Turbinaria patula	*	*	72301420-11fc-48b8-9b68-64e92e9edc93
Cnidaria > Corals	Stony corals	Foliose / plate		Turbinaria peltata	*	*	f2f1e78e-633b-4da9-8e82-172b9ebe361b
Cnidaria > Corals	Stony corals	Foliose / plate		Turbinaria reniformis	*	*	faf164ce-8447-41a9-84ff-9f04a342046c
Cnidaria > Corals	Stony corals	Foliose / plate		Echinophyllia/Oxypora	*	*	28d44287-9079-49d0-bbef-160c6fb0f830
Cnidaria > Corals	Stony corals	Foliose / plate		Foliose / plate	*	*	ac4ef51c-7175-4755-80e5-b3c413776092
Cnidaria > Corals	Stony corals	Massive		Platygyra verweyi	*	*	16299a4a-106e-46d7-a2f0-cc73be0a4b7e
Cnidaria > Corals	Stony corals	Massive		Platygyra/Paragoniastrea	*	*	3fb3de1f-9553-4037-afd5-d5eea9ea61a3
Cnidaria > Corals	Stony corals	Massive		Unidentifiable	*	*	1378aa53-d706-44a4-ad3c-6e1300798e0c
Cnidaria > Corals	Stony corals	Solitary	Attached	Unidentifiable	*	*	f25649b6-7ad1-4dd3-9444-d560acf9a55d
Cnidaria > Corals	Stony corals	Solitary	Free-living	Unidentifiable	*	*	de44de44-bddc-4812-b3e7-06760d5c3904
Cnidaria > Corals	Stony corals	Solitary		Homophyllia australis	*	*	f7dc9fed-bd22-4670-ad2d-d715e5ce760c
Cnidaria > Corals	Stony corals	Solitary		Lobophylliidae	*	*	ef56360c-6e92-4905-95bd-7c3ad7be3f28
Cnidaria > Corals	Stony corals	Solitary	Mushroom (Fungiidae)	Coral Orange Solitary (Caryophyllia like)	*	*	f3375774-79b3-49e0-93bb-6ca161d1bcb9
Cnidaria > Corals	Stony corals	Solitary	Mushroom (Fungiidae)	Cycloseris distorta	*	*	31642708-6b3f-4245-a1cd-110f15283c2e
Cnidaria > Corals	Stony corals	Solitary	Mushroom (Fungiidae)	Fungia paumotensis	*	*	642349e5-e363-41bd-8d03-203197a8f9b4
Cnidaria > Corals	Stony corals	Solitary	Mushroom (Fungiidae)	Fungia scutaria	*	*	122efc5f-823c-412f-a317-7dc6a028e27d
Cnidaria > Corals	Stony corals	Solitary	Mushroom (Fungiidae)	Fungiidae	*	*	96156420-7a50-40ae-a615-4bc119db2896
Cnidaria > Corals	Stony corals	Solitary	Mushroom (Fungiidae)	Pleuractis granulosa	*	*	5ebefc92-300a-4a07-9d36-505d9aa3a459
Cnidaria > Corals	Stony corals	Solitary	Mushroom (Fungiidae)	Unidentifiable	*	*	7c9e46a1-bceb-44c3-b063-2f2dfb4d8452
Cnidaria > Corals	Stony corals	Solitary		Podabacia	*	*	e3414bbc-4a5b-40d5-a905-0191105e58c5
Cnidaria > Corals	Stony corals	Solitary		Unidentifiable	*	*	337e32dd-160c-47de-bd74-869baca701a7
Cnidaria > Corals	Stony corals	Staghorn		Acropora	*	*	6ec857e3-1349-4bf1-8c34-c7862fca8824
Cnidaria > Corals	Stony corals	Staghorn		Acropora abrotanoides/robusta	*	*	cb28098c-1ba5-4d4b-8fa5-ec80996de83b
